model,frame,condition,prediction,region,abs_err_vs_gt,n
Full,0045:0066,frost,fused,nonsky,0.7029487490653992,1116039
Full,0045:0066,frost,fused,textureless,0.20999042689800262,3725
Full,0045:0066,frost,fused,textured,2.176903009414673,2069875
Full,0045:0066,frost,stereo_only,valid,2.1720614433288574,2073600
Full,0045:0066,frost,stereo_only,sky,3.8839681148529053,957561
Full,0045:0066,frost,stereo_only,nonsky,0.7032471299171448,1116039
Full,0045:0066,frost,stereo_only,textureless,0.20732609927654266,3725
Full,0045:0066,frost,stereo_only,textured,2.1755969524383545,2069875
Full,0045:0066,frost,mono_only,valid,22.079456329345703,2073600
Full,0045:0066,frost,mono_only,sky,37.79826736450195,957561
Full,0045:0066,frost,mono_only,nonsky,8.592710494995117,1116039
Full,0045:0066,frost,mono_only,textureless,36.582000732421875,3725
Full,0045:0066,frost,mono_only,textured,22.053356170654297,2069875
E0,0045:0066,snow,fused,valid,4.650879859924316,2073600
E0,0045:0066,snow,fused,sky,9.184804916381836,957561
E0,0045:0066,snow,fused,nonsky,0.7607767581939697,1116039
E0,0045:0066,snow,fused,textureless,2.5439372062683105,34799
E0,0045:0066,snow,fused,textured,4.68684196472168,2038801
Full,0045:0066,snow,fused,valid,0.7225230932235718,2073600
Full,0045:0066,snow,fused,sky,0.7359228730201721,957561
Full,0045:0066,snow,fused,nonsky,0.7110260128974915,1116039
Full,0045:0066,snow,fused,textureless,0.04282856732606888,34799
Full,0045:0066,snow,fused,textured,0.7341241836547852,2038801
Full,0045:0066,snow,stereo_only,valid,0.7216096520423889,2073600
Full,0045:0066,snow,stereo_only,sky,0.7341481447219849,957561
Full,0045:0066,snow,stereo_only,nonsky,0.710851788520813,1116039
Full,0045:0066,snow,stereo_only,textureless,0.042603492736816406,34799
Full,0045:0066,snow,stereo_only,textured,0.7331991195678711,2038801
Full,0045:0066,snow,mono_only,valid,7.218027591705322,2073600
Full,0045:0066,snow,mono_only,sky,4.68934440612793,957561
Full,0045:0066,snow,mono_only,nonsky,9.3876371383667,1116039
Full,0045:0066,snow,mono_only,textureless,1.1971502304077148,34799
Full,0045:0066,snow,mono_only,textured,7.320795059204102,2038801
E0,0045:0099,clean,fused,valid,0.6431862711906433,2073600
E0,0045:0099,clean,fused,sky,0.6712371706962585,981803
E0,0045:0099,clean,fused,nonsky,0.6179613471031189,1091797
E0,0045:0099,clean,fused,textureless,0.31689804792404175,558528
E0,0045:0099,clean,fused,textured,0.7634713649749756,1515072
Full,0045:0099,clean,fused,valid,0.663347601890564,2073600
Full,0045:0099,clean,fused,sky,0.7057955861091614,981803
Full,0045:0099,clean,fused,nonsky,0.6251766681671143,1091797
Full,0045:0099,clean,fused,textureless,0.372060090303421,558528
Full,0045:0099,clean,fused,textured,0.770730197429657,1515072
Full,0045:0099,clean,stereo_only,valid,0.6634818315505981,2073600
Full,0045:0099,clean,stereo_only,sky,0.7061108350753784,981803
Full,0045:0099,clean,stereo_only,nonsky,0.6251469850540161,1091797
Full,0045:0099,clean,stereo_only,textureless,0.3726998567581177,558528
Full,0045:0099,clean,stereo_only,textured,0.7706779837608337,1515072
Full,0045:0099,clean,mono_only,valid,9.76397705078125,2073600
Full,0045:0099,clean,mono_only,sky,3.1891093254089355,981803
Full,0045:0099,clean,mono_only,nonsky,15.676458358764648,1091797
Full,0045:0099,clean,mono_only,textureless,0.0909467414021492,558528
Full,0045:0099,clean,mono_only,textured,13.329919815063477,1515072
E0,0045:0099,fog,fused,valid,14.839517593383789,2073600
E0,0045:0099,fog,fused,sky,30.66630744934082,981803
E0,0045:0099,fog,fused,nonsky,0.6071995496749878,1091797
E0,0045:0099,fog,fused,textureless,29.265945434570312,1024607
E0,0045:0099,fog,fused,textured,0.7484448552131653,1048993
Full,0045:0099,fog,fused,valid,0.7083312273025513,2073600
Full,0045:0099,fog,fused,sky,0.8062596917152405,981803
Full,0045:0099,fog,fused,nonsky,0.6202687621116638,1091797
Full,0045:0099,fog,fused,textureless,0.6455022096633911,1024607
Full,0045:0099,fog,fused,textured,0.7697001099586487,1048993
Full,0045:0099,fog,stereo_only,valid,0.7084699869155884,2073600
Full,0045:0099,fog,stereo_only,sky,0.8062766194343567,981803
Full,0045:0099,fog,stereo_only,nonsky,0.6205165386199951,1091797
Full,0045:0099,fog,stereo_only,textureless,0.6454957127571106,1024607
Full,0045:0099,fog,stereo_only,textured,0.7699805498123169,1048993
Full,0045:0099,fog,mono_only,valid,12.483348846435547,2073600
Full,0045:0099,fog,mono_only,sky,1.0388047695159912,981803
Full,0045:0099,fog,mono_only,nonsky,22.774913787841797,1091797
Full,0045:0099,fog,mono_only,textureless,2.965179920196533,1024607
Full,0045:0099,fog,mono_only,textured,21.780261993408203,1048993
E0,0045:0099,frost,fused,valid,1.2314255237579346,2073600
E0,0045:0099,frost,fused,sky,1.7018691301345825,981803
E0,0045:0099,frost,fused,nonsky,0.8083788752555847,1091797
E0,0045:0099,frost,fused,textureless,1.908880352973938,876
E0,0045:0099,frost,fused,textured,1.2311408519744873,2072724
Full,0045:0099,frost,fused,valid,0.9065184593200684,2073600
Full,0045:0099,frost,fused,sky,1.027764916419983,981803
Full,0045:0099,frost,fused,nonsky,0.7974874377250671,1091797
Full,0045:0099,frost,fused,textureless,0.5388374924659729,876
Full,0045:0099,frost,fused,textured,0.9066735506057739,2072724
Full,0045:0099,frost,stereo_only,valid,0.9049580097198486,2073600
Full,0045:0099,frost,stereo_only,sky,1.0249807834625244,981803
Full,0045:0099,frost,stereo_only,nonsky,0.797027051448822,1091797
Full,0045:0099,frost,stereo_only,textureless,0.5343776345252991,876
Full,0045:0099,frost,stereo_only,textured,0.9051145911216736,2072724
Full,0045:0099,frost,mono_only,valid,16.882230758666992,2073600
Full,0045:0099,frost,mono_only,sky,7.107790946960449,981803
Full,0045:0099,frost,mono_only,nonsky,25.671939849853516,1091797
Full,0045:0099,frost,mono_only,textureless,6.261999607086182,876
Full,0045:0099,frost,mono_only,textured,16.886722564697266,2072724
E0,0045:0099,snow,fused,valid,3.385620355606079,2073600
E0,0045:0099,snow,fused,sky,6.1363348960876465,981803
E0,0045:0099,snow,fused,nonsky,0.9120283126831055,1091797
E0,0045:0099,snow,fused,textureless,1.3119207620620728,34889
E0,0045:0099,snow,fused,textured,3.4211089611053467,2038711
Full,0045:0099,snow,fused,valid,0.7775294184684753,2073600
Full,0045:0099,snow,fused,sky,0.6541069149971008,981803
Full,0045:0099,snow,fused,nonsky,0.8885177969932556,1091797
Full,0045:0099,snow,fused,textureless,0.03260817751288414,34889
Full,0045:0099,snow,fused,textured,0.7902775406837463,2038711
Full,0045:0099,snow,stereo_only,valid,0.7768612504005432,2073600
Full,0045:0099,snow,stereo_only,sky,0.6526179313659668,981803
Full,0045:0099,snow,stereo_only,nonsky,0.888587474822998,1091797
Full,0045:0099,snow,stereo_only,textureless,0.03256558999419212,34889
Full,0045:0099,snow,stereo_only,textured,0.7895984649658203,2038711
Full,0045:0099,snow,mono_only,valid,7.966363430023193,2073600
Full,0045:0099,snow,mono_only,sky,5.279033184051514,981803
Full,0045:0099,snow,mono_only,nonsky,10.382957458496094,1091797
Full,0045:0099,snow,mono_only,textureless,0.6396971940994263,34889
Full,0045:0099,snow,mono_only,textured,8.09174919128418,2038711
E0,0045:0131,clean,fused,valid,0.5929811596870422,2073599
E0,0045:0131,clean,fused,sky,0.660841703414917,995494
E0,0045:0131,clean,fused,nonsky,0.5303204655647278,1078105
E0,0045:0131,clean,fused,textureless,0.3383181095123291,574671
E0,0045:0131,clean,fused,textured,0.6906158924102783,1498928
Full,0045:0131,clean,fused,valid,0.6180747151374817,2073599
Full,0045:0131,clean,fused,sky,0.7021357417106628,995494
Full,0045:0131,clean,fused,nonsky,0.5404549241065979,1078105
Full,0045:0131,clean,fused,textureless,0.4042697548866272,574671
Full,0045:0131,clean,fused,textured,0.7000448703765869,1498928
Full,0045:0131,clean,stereo_only,valid,0.6182126402854919,2073599
Full,0045:0131,clean,stereo_only,sky,0.7025044560432434,995494
Full,0045:0131,clean,stereo_only,nonsky,0.5403798818588257,1078105
Full,0045:0131,clean,stereo_only,textureless,0.4049808084964752,574671
Full,0045:0131,clean,stereo_only,textured,0.6999630928039551,1498928
Full,0045:0131,clean,mono_only,valid,8.589447021484375,2073599
Full,0045:0131,clean,mono_only,sky,2.5454373359680176,995494
Full,0045:0131,clean,mono_only,nonsky,14.170328140258789,1078105
Full,0045:0131,clean,mono_only,textureless,0.09250602126121521,574671
Full,0045:0131,clean,mono_only,textured,11.847076416015625,1498928
E0,0045:0131,fog,fused,valid,1.2306973934173584,2073599
E0,0045:0131,fog,fused,sky,1.9795767068862915,995494
E0,0045:0131,fog,fused,nonsky,0.5392032861709595,1078105
E0,0045:0131,fog,fused,textureless,1.8224283456802368,1024609
E0,0045:0131,fog,fused,textured,0.6527214646339417,1048990
Full,0045:0131,fog,fused,valid,0.475894570350647,2073599
Full,0045:0131,fog,fused,sky,0.39587900042533875,995494
Full,0045:0131,fog,fused,nonsky,0.5497791171073914,1078105
Full,0045:0131,fog,fused,textureless,0.26654982566833496,1024609
Full,0045:0131,fog,fused,textured,0.6803736686706543,1048990
Full,0045:0131,fog,stereo_only,valid,0.47609710693359375,2073599
Full,0045:0131,fog,stereo_only,sky,0.3959469795227051,995494
Full,0045:0131,fog,stereo_only,nonsky,0.5501059889793396,1078105
Full,0045:0131,fog,stereo_only,textureless,0.2666083574295044,1024609
Full,0045:0131,fog,stereo_only,textured,0.6807171702384949,1048990
Full,0045:0131,fog,mono_only,valid,11.68055248260498,2073599
Full,0045:0131,fog,mono_only,sky,2.054180860519409,995494
Full,0045:0131,fog,mono_only,nonsky,20.56928825378418,1078105
Full,0045:0131,fog,mono_only,textureless,3.2497987747192383,1024609
Full,0045:0131,fog,mono_only,textured,19.915355682373047,1048990
E0,0045:0131,frost,fused,valid,16.089828491210938,2073599
E0,0045:0131,frost,fused,sky,31.395984649658203,995494
E0,0045:0131,frost,fused,nonsky,1.9565478563308716,1078105
E0,0045:0131,frost,fused,textureless,24.397130966186523,395703
E0,0045:0131,frost,fused,textured,14.130698204040527,1677896
Full,0045:0131,frost,fused,valid,0.7408396005630493,2073599
Full,0045:0131,frost,fused,sky,0.7102775573730469,995494
Full,0045:0131,frost,fused,nonsky,0.7690598368644714,1078105
Full,0045:0131,frost,fused,textureless,0.22988355159759521,395703
Full,0045:0131,frost,fused,textured,0.8613400459289551,1677896
Full,0045:0131,frost,stereo_only,valid,0.7400674223899841,2073599
Full,0045:0131,frost,stereo_only,sky,0.7085700035095215,995494
Full,0045:0131,frost,stereo_only,nonsky,0.7691512703895569,1078105
Full,0045:0131,frost,stereo_only,textureless,0.22903063893318176,395703
Full,0045:0131,frost,stereo_only,textured,0.8605865836143494,1677896
Full,0045:0131,frost,mono_only,valid,11.221484184265137,2073599
Full,0045:0131,frost,mono_only,sky,12.679560661315918,995494
Full,0045:0131,frost,mono_only,nonsky,9.875131607055664,1078105
Full,0045:0131,frost,mono_only,textureless,6.623329162597656,395703
Full,0045:0131,frost,mono_only,textured,12.305875778198242,1677896
E0,0045:0131,snow,fused,valid,5.007363319396973,2073599
E0,0045:0131,snow,fused,sky,9.484474182128906,995494
E0,0045:0131,snow,fused,nonsky,0.873315155506134,1078105
E0,0045:0131,snow,fused,textureless,3.63358211517334,36240
E0,0045:0131,snow,fused,textured,5.031805992126465,2037359
Full,0045:0131,snow,fused,valid,0.7564474940299988,2073599
Full,0045:0131,snow,fused,sky,0.6704546213150024,995494
Full,0045:0131,snow,fused,nonsky,0.8358511924743652,1078105
Full,0045:0131,snow,fused,textureless,0.03266913816332817,36240
Full,0045:0131,snow,fused,textured,0.7693214416503906,2037359
Full,0045:0131,snow,stereo_only,valid,0.7560172080993652,2073599
Full,0045:0131,snow,stereo_only,sky,0.6694865822792053,995494
Full,0045:0131,snow,stereo_only,nonsky,0.8359171748161316,1078105
Full,0045:0131,snow,stereo_only,textureless,0.03303638473153114,36240
Full,0045:0131,snow,stereo_only,textured,0.7688771486282349,2037359
Full,0045:0131,snow,mono_only,valid,8.231112480163574,2073599
Full,0045:0131,snow,mono_only,sky,3.3789005279541016,995494
Full,0045:0131,snow,mono_only,nonsky,12.711514472961426,1078105
Full,0045:0131,snow,mono_only,textureless,1.1386128664016724,36240
Full,0045:0131,snow,mono_only,textured,8.357271194458008,2037359
E0,0045:0164,clean,fused,valid,0.6041944622993469,2073599
E0,0045:0164,clean,fused,sky,0.6535463333129883,1002931
E0,0045:0164,clean,fused,nonsky,0.5579652190208435,1070668
E0,0045:0164,clean,fused,textureless,0.332500159740448,574120
E0,0045:0164,clean,fused,textured,0.708220899105072,1499479
Full,0045:0164,clean,fused,valid,0.630764365196228,2073599
Full,0045:0164,clean,fused,sky,0.6917266845703125,1002931
Full,0045:0164,clean,fused,nonsky,0.5736591219902039,1070668
Full,0045:0164,clean,fused,textureless,0.3931977152824402,574120
Full,0045:0164,clean,fused,textured,0.7217238545417786,1499479
Full,0045:0164,clean,stereo_only,valid,0.6308792233467102,2073599
Full,0045:0164,clean,stereo_only,sky,0.6921011209487915,1002931
Full,0045:0164,clean,stereo_only,nonsky,0.5735300183296204,1070668
Full,0045:0164,clean,stereo_only,textureless,0.39391985535621643,574120
Full,0045:0164,clean,stereo_only,textured,0.721605658531189,1499479
Full,0045:0164,clean,mono_only,valid,8.6717529296875,2073599
Full,0045:0164,clean,mono_only,sky,2.2930383682250977,1002931
Full,0045:0164,clean,mono_only,nonsky,14.646917343139648,1070668
Full,0045:0164,clean,mono_only,textureless,0.05255991220474243,574120
Full,0045:0164,clean,mono_only,textured,11.971868515014648,1499479
E0,0045:0164,fog,fused,valid,21.086259841918945,2073599
E0,0045:0164,fog,fused,sky,42.99282455444336,1002931
E0,0045:0164,fog,fused,nonsky,0.5656466484069824,1070668
E0,0045:0164,fog,fused,textureless,41.8672981262207,1026223
E0,0045:0164,fog,fused,textured,0.7249308228492737,1047376
Full,0045:0164,fog,fused,valid,1.7004152536392212,2073599
Full,0045:0164,fog,fused,sky,2.8957061767578125,1002931
Full,0045:0164,fog,fused,nonsky,0.5807463526725769,1070668
Full,0045:0164,fog,fused,textureless,2.702589511871338,1026223
Full,0045:0164,fog,fused,textured,0.7184820771217346,1047376
Full,0045:0164,fog,stereo_only,valid,1.7001157999038696,2073599
Full,0045:0164,fog,stereo_only,sky,2.8948512077331543,1002931
Full,0045:0164,fog,stereo_only,nonsky,0.5809642672538757,1070668
Full,0045:0164,fog,stereo_only,textureless,2.7016758918762207,1026223
Full,0045:0164,fog,stereo_only,textured,0.7187813520431519,1047376
Full,0045:0164,fog,mono_only,valid,18.827486038208008,2073599
Full,0045:0164,fog,mono_only,sky,11.386506080627441,1002931
Full,0045:0164,fog,mono_only,nonsky,25.797704696655273,1070668
Full,0045:0164,fog,mono_only,textureless,12.645800590515137,1026223
Full,0045:0164,fog,mono_only,textured,24.884328842163086,1047376
E0,0045:0164,frost,fused,valid,20.112388610839844,2073599
E0,0045:0164,frost,fused,sky,40.489681243896484,1002931
E0,0045:0164,frost,fused,nonsky,1.0242587327957153,1070668
E0,0045:0164,frost,fused,textureless,33.93429183959961,379563
E0,0045:0164,frost,fused,textured,17.015472412109375,1694036
Full,0045:0164,frost,fused,valid,1.4413440227508545,2073599
Full,0045:0164,frost,fused,sky,1.82881760597229,1002931
Full,0045:0164,frost,fused,nonsky,1.0783836841583252,1070668
Full,0045:0164,frost,fused,textureless,1.1004770994186401,379563
Full,0045:0164,frost,fused,textured,1.5177175998687744,1694036
Full,0045:0164,frost,stereo_only,valid,1.4408122301101685,2073599
Full,0045:0164,frost,stereo_only,sky,1.827303409576416,1002931
Full,0045:0164,frost,stereo_only,nonsky,1.0787723064422607,1070668
Full,0045:0164,frost,stereo_only,textureless,1.0999171733856201,379563
Full,0045:0164,frost,stereo_only,textured,1.5171924829483032,1694036
Full,0045:0164,frost,mono_only,valid,12.083711624145508,2073599
Full,0045:0164,frost,mono_only,sky,11.893409729003906,1002931
Full,0045:0164,frost,mono_only,nonsky,12.26198673248291,1070668
Full,0045:0164,frost,mono_only,textureless,5.594016075134277,379563
Full,0045:0164,frost,mono_only,textured,13.537786483764648,1694036
E0,0045:0164,snow,fused,valid,6.509537696838379,2073599
E0,0045:0164,snow,fused,sky,12.471235275268555,1002931
E0,0045:0164,snow,fused,nonsky,0.9250074625015259,1070668
E0,0045:0164,snow,fused,textureless,3.344367027282715,36953
E0,0045:0164,snow,fused,textured,6.56696081161499,2036646
Full,0045:0164,snow,fused,valid,0.7892590165138245,2073599
Full,0045:0164,snow,fused,sky,0.6436927914619446,1002931
Full,0045:0164,snow,fused,nonsky,0.9256157279014587,1070668
Full,0045:0164,snow,fused,textureless,0.04219907894730568,36953
Full,0045:0164,snow,fused,textured,0.8028137683868408,2036646
Full,0045:0164,snow,stereo_only,valid,0.7887082099914551,2073599
Full,0045:0164,snow,stereo_only,sky,0.6423572301864624,1002931
Full,0045:0164,snow,stereo_only,nonsky,0.9258003830909729,1070668
Full,0045:0164,snow,stereo_only,textureless,0.042463112622499466,36953
Full,0045:0164,snow,stereo_only,textured,0.8022481799125671,2036646
Full,0045:0164,snow,mono_only,valid,8.643453598022461,2073599
Full,0045:0164,snow,mono_only,sky,4.277073383331299,1002931
Full,0045:0164,snow,mono_only,nonsky,12.733597755432129,1070668
Full,0045:0164,snow,mono_only,textureless,1.0620169639587402,36953
Full,0045:0164,snow,mono_only,textured,8.781015396118164,2036646
E0,0045:0197,clean,fused,valid,0.6986261010169983,2073600
E0,0045:0197,clean,fused,sky,0.606878399848938,927649
E0,0045:0197,clean,fused,nonsky,0.7728955149650574,1145951
E0,0045:0197,clean,fused,textureless,0.19654682278633118,571977
E0,0045:0197,clean,fused,textured,0.8898707628250122,1501623
Full,0045:0197,clean,fused,valid,0.7202046513557434,2073600
Full,0045:0197,clean,fused,sky,0.6425517201423645,927649
Full,0045:0197,clean,fused,nonsky,0.7830643653869629,1145951
Full,0045:0197,clean,fused,textureless,0.25252121686935425,571977
Full,0045:0197,clean,fused,textured,0.8983475565910339,1501623
Full,0045:0197,clean,stereo_only,valid,0.7203243970870972,2073600
Full,0045:0197,clean,stereo_only,sky,0.6428840160369873,927649
Full,0045:0197,clean,stereo_only,nonsky,0.7830122709274292,1145951
Full,0045:0197,clean,stereo_only,textureless,0.2531774342060089,571977
Full,0045:0197,clean,stereo_only,textured,0.8982633948326111,1501623
Full,0045:0197,clean,mono_only,valid,13.234312057495117,2073600
Full,0045:0197,clean,mono_only,sky,4.801758766174316,927649
Full,0045:0197,clean,mono_only,nonsky,20.060470581054688,1145951
Full,0045:0197,clean,mono_only,textureless,1.11013662815094,571977
Full,0045:0197,clean,mono_only,textured,17.852476119995117,1501623
E0,0045:0197,fog,fused,valid,39.883907318115234,2073600
E0,0045:0197,fog,fused,sky,88.23931121826172,927649
E0,0045:0197,fog,fused,nonsky,0.7402260303497314,1145951
E0,0045:0197,fog,fused,textureless,76.6013412475586,1067007
E0,0045:0197,fog,fused,textured,0.9628557562828064,1006593
Full,0045:0197,fog,fused,valid,8.810400009155273,2073600
Full,0045:0197,fog,fused,sky,18.765777587890625,927649
Full,0045:0197,fog,fused,nonsky,0.7514974474906921,1145951
Full,0045:0197,fog,fused,textureless,16.199993133544922,1067007
Full,0045:0197,fog,fused,textured,0.9772942662239075,1006593
Full,0045:0197,fog,stereo_only,valid,8.81069564819336,2073600
Full,0045:0197,fog,stereo_only,sky,18.766069412231445,927649
Full,0045:0197,fog,stereo_only,nonsky,0.7517951130867004,1145951
Full,0045:0197,fog,stereo_only,textureless,16.200244903564453,1067007
Full,0045:0197,fog,stereo_only,textured,0.977626621723175,1006593
Full,0045:0197,fog,mono_only,valid,18.562740325927734,2073600
Full,0045:0197,fog,mono_only,sky,1.0790034532546997,927649
Full,0045:0197,fog,mono_only,nonsky,32.715850830078125,1145951
Full,0045:0197,fog,mono_only,textureless,5.275983810424805,1067007
Full,0045:0197,fog,mono_only,textured,32.64694595336914,1006593
E0,0045:0197,frost,fused,valid,31.02072525024414,2073600
E0,0045:0197,frost,fused,sky,64.5524673461914,927649
E0,0045:0197,frost,fused,nonsky,3.8766989707946777,1145951
E0,0045:0197,frost,fused,textureless,61.09349822998047,385339
E0,0045:0197,frost,fused,textured,24.156728744506836,1688261
Full,0045:0197,frost,fused,valid,2.9840967655181885,2073600
Full,0045:0197,frost,fused,sky,4.508121490478516,927649
Full,0045:0197,frost,fused,nonsky,1.7503944635391235,1145951
Full,0045:0197,frost,fused,textureless,3.390812635421753,385339
Full,0045:0197,frost,fused,textured,2.891263961791992,1688261
Full,0045:0197,frost,stereo_only,valid,2.9834322929382324,2073600
Full,0045:0197,frost,stereo_only,sky,4.506381988525391,927649
Full,0045:0197,frost,stereo_only,nonsky,1.750599980354309,1145951
Full,0045:0197,frost,stereo_only,textureless,3.389441728591919,385339
Full,0045:0197,frost,stereo_only,textured,2.890761613845825,1688261
Full,0045:0197,frost,mono_only,valid,16.726848602294922,2073600
Full,0045:0197,frost,mono_only,sky,20.465532302856445,927649
Full,0045:0197,frost,mono_only,nonsky,13.7003755569458,1145951
Full,0045:0197,frost,mono_only,textureless,16.789661407470703,385339
Full,0045:0197,frost,mono_only,textured,16.712509155273438,1688261
E0,0045:0197,snow,fused,valid,25.115018844604492,2073600
E0,0045:0197,snow,fused,sky,54.908653259277344,927649
E0,0045:0197,snow,fused,nonsky,0.9970358610153198,1145951
E0,0045:0197,snow,fused,textureless,9.903858184814453,34880
E0,0045:0197,snow,fused,textured,25.375267028808594,2038720
Full,0045:0197,snow,fused,valid,0.9183866381645203,2073600
Full,0045:0197,snow,fused,sky,0.7643211483955383,927649
Full,0045:0197,snow,fused,nonsky,1.0431022644042969,1145951
Full,0045:0197,snow,fused,textureless,0.08876018226146698,34880
Full,0045:0197,snow,fused,textured,0.9325803518295288,2038720
Full,0045:0197,snow,stereo_only,valid,0.9177104830741882,2073600
Full,0045:0197,snow,stereo_only,sky,0.7628216743469238,927649
Full,0045:0197,snow,stereo_only,nonsky,1.0430930852890015,1145951
Full,0045:0197,snow,stereo_only,textureless,0.08879722654819489,34880
Full,0045:0197,snow,stereo_only,textured,0.9318921566009521,2038720
Full,0045:0197,snow,mono_only,valid,11.92743968963623,2073600
Full,0045:0197,snow,mono_only,sky,11.583014488220215,927649
Full,0045:0197,snow,mono_only,nonsky,12.206246376037598,1145951
Full,0045:0197,snow,mono_only,textureless,3.0936439037323,34880
Full,0045:0197,snow,mono_only,textured,12.078577995300293,2038720
E0,0047:0001,clean,fused,valid,0.4503166079521179,2073600
E0,0047:0001,clean,fused,sky,nan,0
E0,0047:0001,clean,fused,nonsky,0.4503166079521179,2073600
E0,0047:0001,clean,fused,textureless,0.029422882944345474,62
E0,0047:0001,clean,fused,textured,0.450329065322876,2073538
Full,0047:0001,clean,fused,valid,0.452713280916214,2073600
Full,0047:0001,clean,fused,sky,nan,0
Full,0047:0001,clean,fused,nonsky,0.452713280916214,2073600
Full,0047:0001,clean,fused,textureless,0.030871976166963577,62
Full,0047:0001,clean,fused,textured,0.4527260661125183,2073538
Full,0047:0001,clean,stereo_only,valid,0.45270535349845886,2073600
Full,0047:0001,clean,stereo_only,sky,nan,0
Full,0047:0001,clean,stereo_only,nonsky,0.45270535349845886,2073600
Full,0047:0001,clean,stereo_only,textureless,0.030745968222618103,62
Full,0047:0001,clean,stereo_only,textured,0.4527180790901184,2073538
Full,0047:0001,clean,mono_only,valid,15.014262199401855,2073600
Full,0047:0001,clean,mono_only,sky,nan,0
Full,0047:0001,clean,mono_only,nonsky,15.014262199401855,2073600
Full,0047:0001,clean,mono_only,textureless,5.218434810638428,62
Full,0047:0001,clean,mono_only,textured,15.014558792114258,2073538
E0,0047:0001,fog,fused,valid,0.43719255924224854,2073600
E0,0047:0001,fog,fused,sky,nan,0
E0,0047:0001,fog,fused,nonsky,0.43719255924224854,2073600
E0,0047:0001,fog,fused,textureless,0.09930800646543503,332839
E0,0047:0001,fog,fused,textured,0.5017971396446228,1740761
Full,0047:0001,fog,fused,valid,0.43008899688720703,2073600
Full,0047:0001,fog,fused,sky,nan,0
Full,0047:0001,fog,fused,nonsky,0.43008899688720703,2073600
Full,0047:0001,fog,fused,textureless,0.07326651364564896,332839
Full,0047:0001,fog,fused,textured,0.4983145296573639,1740761
Full,0047:0001,fog,stereo_only,valid,0.43011271953582764,2073600
Full,0047:0001,fog,stereo_only,sky,nan,0
Full,0047:0001,fog,stereo_only,nonsky,0.43011271953582764,2073600
Full,0047:0001,fog,stereo_only,textureless,0.07336550951004028,332839
Full,0047:0001,fog,stereo_only,textured,0.49832385778427124,1740761
Full,0047:0001,fog,mono_only,valid,8.469775199890137,2073600
Full,0047:0001,fog,mono_only,sky,nan,0
Full,0047:0001,fog,mono_only,nonsky,8.469775199890137,2073600
Full,0047:0001,fog,mono_only,textureless,4.279317855834961,332839
Full,0047:0001,fog,mono_only,textured,9.271001815795898,1740761
E0,0047:0001,frost,fused,valid,3.883558511734009,2073600
E0,0047:0001,frost,fused,sky,nan,0
E0,0047:0001,frost,fused,nonsky,3.883558511734009,2073600
E0,0047:0001,frost,fused,textureless,0.056640625,40
E0,0047:0001,frost,fused,textured,3.8836312294006348,2073560
Full,0047:0001,frost,fused,valid,0.7492122650146484,2073600
Full,0047:0001,frost,fused,sky,nan,0
Full,0047:0001,frost,fused,nonsky,0.7492122650146484,2073600
Full,0047:0001,frost,fused,textureless,0.08281250298023224,40
Full,0047:0001,frost,fused,textured,0.7492251396179199,2073560
Full,0047:0001,frost,stereo_only,valid,0.7486477494239807,2073600
Full,0047:0001,frost,stereo_only,sky,nan,0
Full,0047:0001,frost,stereo_only,nonsky,0.7486477494239807,2073600
Full,0047:0001,frost,stereo_only,textureless,0.083984375,40
Full,0047:0001,frost,stereo_only,textured,0.7486605048179626,2073560
Full,0047:0001,frost,mono_only,valid,23.91973114013672,2073600
Full,0047:0001,frost,mono_only,sky,nan,0
Full,0047:0001,frost,mono_only,nonsky,23.91973114013672,2073600
Full,0047:0001,frost,mono_only,textureless,19.968358993530273,40
Full,0047:0001,frost,mono_only,textured,23.919816970825195,2073560
E0,0047:0001,snow,fused,valid,1.0272728204727173,2073600
E0,0047:0001,snow,fused,sky,nan,0
E0,0047:0001,snow,fused,nonsky,1.0272728204727173,2073600
E0,0047:0001,snow,fused,textureless,0.2774089276790619,1019
E0,0047:0001,snow,fused,textured,1.0276415348052979,2072581
Full,0047:0001,snow,fused,valid,0.8301115036010742,2073600
Full,0047:0001,snow,fused,sky,nan,0
Full,0047:0001,snow,fused,nonsky,0.8301115036010742,2073600
Full,0047:0001,snow,fused,textureless,0.27113744616508484,1019
Full,0047:0001,snow,fused,textured,0.8303864598274231,2072581
Full,0047:0001,snow,stereo_only,valid,0.8295055627822876,2073600
Full,0047:0001,snow,stereo_only,sky,nan,0
Full,0047:0001,snow,stereo_only,nonsky,0.8295055627822876,2073600
Full,0047:0001,snow,stereo_only,textureless,0.27120643854141235,1019
Full,0047:0001,snow,stereo_only,textured,0.8297799825668335,2072581
Full,0047:0001,snow,mono_only,valid,27.241350173950195,2073600
Full,0047:0001,snow,mono_only,sky,nan,0
Full,0047:0001,snow,mono_only,nonsky,27.241350173950195,2073600
Full,0047:0001,snow,mono_only,textureless,6.849201202392578,1019
Full,0047:0001,snow,mono_only,textured,27.25135612487793,2072581
E0,0047:0045,clean,fused,valid,0.43493521213531494,2073600
E0,0047:0045,clean,fused,sky,nan,0
E0,0047:0045,clean,fused,nonsky,0.43493521213531494,2073600
E0,0047:0045,clean,fused,textureless,0.0621202252805233,504
E0,0047:0045,clean,fused,textured,0.4350258409976959,2073096
